,NumRef,Ocean,Longitude,Latitude,Date,Depth,GPP,Chl_a,set,year,month,day,Longitude_pos,depth_bin,geometry
2722,2723,Mediterranean Sea,0.77,40.47,25 Apr 1990,0.0,2.3,0.25,PP,1992.0,1.0,9.0,0.77,5.0,POINT (0.77 40.47)
2723,2724,Mediterranean Sea,0.77,40.47,25 Apr 1990,5.0,2.41,0.22,PP,1992.0,1.0,16.0,0.77,5.0,POINT (0.77 40.47)
2724,2725,Mediterranean Sea,0.77,40.47,25 Apr 1990,10.0,2.31,0.27,PP,1992.0,1.0,23.0,0.77,15.0,POINT (0.77 40.47)
2725,2726,Mediterranean Sea,0.77,40.47,25 Apr 1990,20.0,1.87,0.35,PP,1992.0,1.0,30.0,0.77,27.5,POINT (0.77 40.47)
2726,2727,Mediterranean Sea,0.77,40.47,25 Apr 1990,40.0,0.84,0.36,PP,1992.0,2.0,6.0,0.77,45.0,POINT (0.77 40.47)
2728,2729,Mediterranean Sea,5.97,41.95,28 Apr 1990,0.0,14.81,1.78,PP,1992.0,2.0,20.0,5.97,5.0,POINT (5.97 41.95)
2729,2730,Mediterranean Sea,5.97,41.95,28 Apr 1990,10.0,8.44,2.19,PP,1992.0,2.0,27.0,5.97,15.0,POINT (5.97 41.95)
2730,2731,Mediterranean Sea,5.97,41.95,28 Apr 1990,20.0,1.81,2.21,PP,1992.0,3.0,1.0,5.97,27.5,POINT (5.97 41.95)
2731,2732,Mediterranean Sea,5.97,41.95,28 Apr 1990,40.0,0.22,0.75,PP,1992.0,3.0,1.0,5.97,45.0,POINT (5.97 41.95)
2732,2733,Mediterranean Sea,5.97,41.95,28 Apr 1990,80.0,0.17,0.36,PP,1992.0,3.0,1.0,5.97,87.5,POINT (5.97 41.95)
2922,2923,Mediterranean Sea,6.0,40.6,01 Jul 1993,65.0,1.1,2.5,PP,1996.0,11.0,1.0,6.0,65.0,POINT (6 40.6)
2923,2924,Mediterranean Sea,6.1,40.5,01 Jul 1993,5.0,0.2,0.1,PP,1996.0,12.0,1.0,6.1,5.0,POINT (6.1 40.5)
2924,2925,Mediterranean Sea,6.1,40.5,01 Jul 1993,10.0,0.2,0.1,PP,1997.0,1.0,1.0,6.1,15.0,POINT (6.1 40.5)
2925,2926,Mediterranean Sea,6.1,40.5,01 Jul 1993,20.0,0.7,0.1,PP,1997.0,2.0,1.0,6.1,27.5,POINT (6.1 40.5)
2926,2927,Mediterranean Sea,5.2,42.1,01 Jul 1993,20.0,0.5,0.1,PP,1997.0,3.0,1.0,5.2,27.5,POINT (5.2 42.1)
2927,2928,Mediterranean Sea,5.2,42.1,01 Jul 1993,40.0,1.2,0.3,PP,1997.0,4.0,1.0,5.2,45.0,POINT (5.2 42.1)
2928,2929,Mediterranean Sea,5.2,42.1,01 Jul 1993,50.0,0.9,0.4,PP,1997.0,5.0,1.0,5.2,65.0,POINT (5.2 42.1)
2929,2930,Mediterranean Sea,5.2,42.1,01 Jul 1993,60.0,0.3,1.6,PP,1997.0,6.0,1.0,5.2,65.0,POINT (5.2 42.1)
2930,2931,Mediterranean Sea,5.1,42.4,01 Jul 1993,15.0,0.5,0.2,PP,1997.0,6.0,14.0,5.1,15.0,POINT (5.1 42.4)
2931,2932,Mediterranean Sea,5.1,42.4,01 Jul 1993,20.0,0.3,0.2,PP,1997.0,6.0,14.0,5.1,27.5,POINT (5.1 42.4)
2932,2933,Mediterranean Sea,5.1,42.4,01 Jul 1993,45.0,1.0,1.1,PP,1997.0,6.0,23.0,5.1,45.0,POINT (5.1 42.4)
2933,2934,Mediterranean Sea,5.1,42.4,01 Jul 1993,80.0,0.2,0.2,PP,1997.0,6.0,23.0,5.1,87.5,POINT (5.1 42.4)
2934,2935,Mediterranean Sea,4.6,43.1,01 Jul 1993,0.0,6.8,2.1,PP,1997.0,7.0,1.0,4.6,5.0,POINT (4.6 43.1)
2935,2936,Mediterranean Sea,4.6,43.1,01 Jul 1993,10.0,2.0,1.1,PP,1997.0,8.0,1.0,4.6,15.0,POINT (4.6 43.1)
2936,2937,Mediterranean Sea,4.6,43.1,01 Jul 1993,40.0,0.7,0.3,PP,1997.0,9.0,1.0,4.6,45.0,POINT (4.6 43.1)
2937,2938,Mediterranean Sea,4.6,43.1,01 Jul 1993,60.0,0.4,0.5,PP,1997.0,10.0,1.0,4.6,65.0,POINT (4.6 43.1)
2938,2939,Mediterranean Sea,4.6,43.1,01 Jul 1993,80.0,0.3,0.3,PP,1997.0,11.0,1.0,4.6,87.5,POINT (4.6 43.1)
2939,2940,Mediterranean Sea,4.5,43.2,01 Jul 1993,0.0,1.9,1.0,PP,1997.0,12.0,1.0,4.5,5.0,POINT (4.5 43.2)
2940,2941,Mediterranean Sea,4.5,43.2,01 Jul 1993,5.0,1.4,0.7,PP,1997.0,12.0,25.0,4.5,5.0,POINT (4.5 43.2)
2941,2942,Mediterranean Sea,4.5,43.2,01 Jul 1993,10.0,0.4,0.6,PP,1997.0,12.0,26.0,4.5,15.0,POINT (4.5 43.2)
2942,2943,Mediterranean Sea,4.5,43.2,01 Jul 1993,15.0,0.7,0.6,PP,1997.0,12.0,26.0,4.5,15.0,POINT (4.5 43.2)
2943,2944,Mediterranean Sea,4.5,43.2,01 Jul 1993,20.0,0.6,0.4,PP,1997.0,12.0,26.0,4.5,27.5,POINT (4.5 43.2)
2944,2945,Mediterranean Sea,4.5,43.2,01 Jul 1993,40.0,0.4,0.4,PP,1997.0,12.0,27.0,4.5,45.0,POINT (4.5 43.2)
2945,2946,Mediterranean Sea,4.5,43.2,01 Jul 1993,40.0,1.9,1.1,PP,1997.0,12.0,28.0,4.5,45.0,POINT (4.5 43.2)
2946,2947,Mediterranean Sea,4.5,43.2,01 Jul 1993,60.0,0.6,0.6,PP,1997.0,12.0,28.0,4.5,65.0,POINT (4.5 43.2)
2947,2948,Mediterranean Sea,4.5,43.2,01 Jul 1993,80.0,0.7,0.3,PP,1997.0,12.0,28.0,4.5,87.5,POINT (4.5 43.2)
3010,3011,Mediterranean Sea,24.31,36.39,18 Sep 1996,2.0,1.9,0.08,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3011,3012,Mediterranean Sea,24.31,36.39,18 Sep 1996,5.0,0.5,0.09,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3013,3014,Mediterranean Sea,24.31,36.39,18 Sep 1996,8.0,0.5,0.1,PP,2002.0,6.0,1.0,24.31,15.0,POINT (24.31 36.39)
3014,3015,Mediterranean Sea,24.31,36.39,25 Sep 1996,1.0,0.8,0.08,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3015,3016,Mediterranean Sea,24.31,36.39,26 Sep 1996,1.0,0.3,0.08,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3016,3017,Mediterranean Sea,24.31,36.39,26 Sep 1996,3.0,0.0,0.06,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3017,3018,Mediterranean Sea,24.31,36.39,26 Sep 1996,5.0,1.2,0.07,PP,2002.0,6.0,1.0,24.31,5.0,POINT (24.31 36.39)
3029,3030,Mediterranean Sea,24.31,36.39,14 Jun 1997,8.0,3.4,0.14,PP,2003.0,1.0,1.0,24.31,15.0,POINT (24.31 36.39)
3030,3031,Mediterranean Sea,24.31,36.39,23 Jun 1997,3.0,1.0,0.09,PP,2003.0,1.0,1.0,24.31,5.0,POINT (24.31 36.39)
3087,3088,Mediterranean Sea,2.32,39.3,01 Jun 2001,7.0,1.22,0.04,PP,2004.0,9.0,19.0,2.32,15.0,POINT (2.32 39.3)
3088,3089,Mediterranean Sea,2.32,39.3,01 Jul 2001,7.0,1.22,0.14,PP,2004.0,9.0,19.0,2.32,15.0,POINT (2.32 39.3)
3089,3090,Mediterranean Sea,2.32,39.3,01 Aug 2001,7.0,2.37,0.28,PP,2004.0,9.0,19.0,2.32,15.0,POINT (2.32 39.3)
3090,3091,Mediterranean Sea,2.32,39.3,01 Sep 2001,7.0,1.21,0.19,PP,2004.0,9.0,19.0,2.32,15.0,POINT (2.32 39.3)
3091,3092,Mediterranean Sea,2.32,39.3,01 Oct 2001,7.0,3.01,0.32,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3092,3093,Mediterranean Sea,2.32,39.3,01 Nov 2001,7.0,0.17,0.41,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3093,3094,Mediterranean Sea,2.32,39.3,01 Dec 2001,7.0,1.58,0.46,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3094,3095,Mediterranean Sea,2.32,39.3,01 Jan 2002,7.0,3.12,1.33,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3095,3096,Mediterranean Sea,2.32,39.3,01 Feb 2002,7.0,2.22,0.31,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3096,3097,Mediterranean Sea,2.32,39.3,01 Mar 2002,7.0,1.57,0.13,PP,2004.0,9.0,26.0,2.32,15.0,POINT (2.32 39.3)
3097,3098,Mediterranean Sea,2.32,39.3,01 Apr 2002,7.0,2.34,0.2,PP,2004.0,10.0,5.0,2.32,15.0,POINT (2.32 39.3)
3098,3099,Mediterranean Sea,2.32,39.3,01 May 2002,7.0,6.3,0.29,PP,2004.0,10.0,5.0,2.32,15.0,POINT (2.32 39.3)
3099,3100,Mediterranean Sea,2.32,39.3,01 Jun 2002,7.0,4.49,0.32,PP,2004.0,10.0,5.0,2.32,15.0,POINT (2.32 39.3)
3100,3101,Mediterranean Sea,7.19,43.41,01 Jun 2002,1.0,6.33,0.42,PP,2004.0,10.0,5.0,7.19,5.0,POINT (7.19 43.41)
3101,3102,Mediterranean Sea,7.19,43.41,01 Jun 2002,3.0,5.55,0.44,PP,2004.0,10.0,5.0,7.19,5.0,POINT (7.19 43.41)
3102,3103,Mediterranean Sea,7.19,43.41,01 Jun 2002,6.0,5.87,0.44,PP,2004.0,10.0,5.0,7.19,15.0,POINT (7.19 43.41)
3103,3104,Mediterranean Sea,7.19,43.41,01 Jun 2002,10.0,5.03,0.39,PP,2004.0,10.0,12.0,7.19,15.0,POINT (7.19 43.41)
3104,3105,Mediterranean Sea,7.19,43.41,01 Jun 2002,1.0,5.43,0.29,PP,2004.0,10.0,12.0,7.19,5.0,POINT (7.19 43.41)
3105,3106,Mediterranean Sea,7.19,43.41,01 Jun 2002,5.0,4.88,0.29,PP,2004.0,10.0,12.0,7.19,5.0,POINT (7.19 43.41)
3106,3107,Mediterranean Sea,7.19,43.41,01 Jun 2002,15.0,3.47,0.49,PP,2004.0,10.0,12.0,7.19,15.0,POINT (7.19 43.41)
3107,3108,Mediterranean Sea,7.19,43.41,01 Jun 2002,30.0,2.48,0.26,PP,2004.0,10.0,12.0,7.19,45.0,POINT (7.19 43.41)
3108,3109,Mediterranean Sea,7.19,43.41,01 Jun 2002,1.0,1.87,0.14,PP,2004.0,10.0,12.0,7.19,5.0,POINT (7.19 43.41)
3109,3110,Mediterranean Sea,7.19,43.41,01 Jun 2002,5.0,1.4,0.08,PP,2006.0,6.0,4.0,7.19,5.0,POINT (7.19 43.41)
3110,3111,Mediterranean Sea,7.19,43.41,01 Jun 2002,16.0,1.11,0.07,PP,2006.0,6.0,4.0,7.19,27.5,POINT (7.19 43.41)
3111,3112,Mediterranean Sea,7.19,43.41,01 Jun 2002,30.0,0.48,0.12,PP,2006.0,6.0,4.0,7.19,45.0,POINT (7.19 43.41)
3112,3113,Mediterranean Sea,7.19,43.41,01 Jun 2002,1.0,4.67,0.21,PP,2006.0,6.0,6.0,7.19,5.0,POINT (7.19 43.41)
3113,3114,Mediterranean Sea,7.19,43.41,01 Jun 2002,5.0,2.52,0.18,PP,2006.0,6.0,6.0,7.19,5.0,POINT (7.19 43.41)
3114,3115,Mediterranean Sea,7.19,43.41,01 Jun 2002,10.0,2.25,0.13,PP,2006.0,6.0,6.0,7.19,15.0,POINT (7.19 43.41)
3115,3116,Mediterranean Sea,7.19,43.41,01 Jun 2002,15.0,1.81,0.12,PP,2006.0,6.0,8.0,7.19,15.0,POINT (7.19 43.41)
3116,3117,Mediterranean Sea,2.32,39.3,01 Jul 2002,7.0,14.05,0.45,PP,2006.0,6.0,8.0,2.32,15.0,POINT (2.32 39.3)
3117,3118,Mediterranean Sea,2.32,39.3,01 Aug 2002,7.0,4.9,0.46,PP,2006.0,6.0,8.0,2.32,15.0,POINT (2.32 39.3)
3118,3119,Mediterranean Sea,7.19,43.41,01 Oct 2002,1.0,0.76,0.15,PP,2006.0,6.0,11.0,7.19,5.0,POINT (7.19 43.41)
3119,3120,Mediterranean Sea,7.19,43.41,01 Oct 2002,10.0,1.2,0.15,PP,2006.0,6.0,11.0,7.19,15.0,POINT (7.19 43.41)
3120,3121,Mediterranean Sea,7.19,43.41,01 Oct 2002,20.0,0.76,0.15,PP,2006.0,6.0,11.0,7.19,27.5,POINT (7.19 43.41)
3121,3122,Mediterranean Sea,7.19,43.41,01 Oct 2002,30.0,0.43,0.36,PP,2006.0,6.0,13.0,7.19,45.0,POINT (7.19 43.41)
3122,3123,Mediterranean Sea,7.19,43.41,01 Dec 2002,1.0,0.5,0.31,PP,2006.0,6.0,13.0,7.19,5.0,POINT (7.19 43.41)
3123,3124,Mediterranean Sea,7.19,43.41,01 Dec 2002,10.0,0.33,0.29,PP,2006.0,6.0,13.0,7.19,15.0,POINT (7.19 43.41)
3124,3125,Mediterranean Sea,7.19,43.41,01 Dec 2002,20.0,0.12,0.29,PP,2006.0,6.0,18.0,7.19,27.5,POINT (7.19 43.41)
3125,3126,Mediterranean Sea,7.19,43.41,01 Dec 2002,30.0,0.47,0.17,PP,2006.0,6.0,18.0,7.19,45.0,POINT (7.19 43.41)
3175,3176,Mediterranean Sea,7.19,43.41,01 Mar 2003,1.0,3.45,1.09,PP,2007.0,5.0,31.0,7.19,5.0,POINT (7.19 43.41)
3176,3177,Mediterranean Sea,7.19,43.41,01 Mar 2003,10.0,4.39,0.66,PP,2007.0,6.0,1.0,7.19,15.0,POINT (7.19 43.41)
3177,3178,Mediterranean Sea,7.19,43.41,01 Mar 2003,20.0,1.57,0.84,PP,2007.0,6.0,1.0,7.19,27.5,POINT (7.19 43.41)
3178,3179,Mediterranean Sea,7.19,43.41,01 Mar 2003,30.0,0.37,0.4,PP,1985.0,8.0,25.0,7.19,45.0,POINT (7.19 43.41)
3179,3180,Mediterranean Sea,7.19,43.41,01 Jun 2003,1.0,0.52,0.13,PP,1985.0,8.0,26.0,7.19,5.0,POINT (7.19 43.41)
3180,3181,Mediterranean Sea,7.19,43.41,01 Jun 2003,10.0,1.5,0.12,PP,1985.0,8.0,27.0,7.19,15.0,POINT (7.19 43.41)
3181,3182,Mediterranean Sea,7.19,43.41,01 Jun 2003,20.0,0.5,0.11,PP,1985.0,8.0,27.0,7.19,27.5,POINT (7.19 43.41)
3182,3183,Mediterranean Sea,7.19,43.41,01 Jun 2003,30.0,0.45,0.21,PP,1985.0,8.0,27.0,7.19,45.0,POINT (7.19 43.41)
3213,3214,Mediterranean Sea,20.79,36.69,08 Jun 2006,24.0,3.63,0.22,PP,1992.0,3.0,27.0,20.79,27.5,POINT (20.79 36.69)
3214,3215,Mediterranean Sea,20.79,36.69,08 Jun 2006,91.0,1.05,1.27,PP,1992.0,3.0,27.0,20.79,117.5,POINT (20.79 36.69)
3216,3217,Mediterranean Sea,22.35,36.25,11 Jun 2006,5.0,3.16,0.21,PP,1992.0,3.0,27.0,22.35,5.0,POINT (22.35 36.25)
3217,3218,Mediterranean Sea,22.35,36.25,11 Jun 2006,30.0,5.63,0.25,PP,1992.0,3.0,29.0,22.35,45.0,POINT (22.35 36.25)
3218,3219,Mediterranean Sea,22.35,36.25,11 Jun 2006,82.0,7.59,0.74,PP,1992.0,4.0,2.0,22.35,87.5,POINT (22.35 36.25)
3219,3220,Mediterranean Sea,25.47,39.2,13 Jun 2006,5.0,1.46,0.22,PP,1992.0,4.0,2.0,25.47,5.0,POINT (25.47 39.2)
3220,3221,Mediterranean Sea,25.47,39.2,13 Jun 2006,30.0,0.51,0.26,PP,1992.0,4.0,2.0,25.47,45.0,POINT (25.47 39.2)
3221,3222,Mediterranean Sea,25.47,39.2,13 Jun 2006,88.0,0.92,1.36,PP,1992.0,4.0,2.0,25.47,117.5,POINT (25.47 39.2)
3222,3223,Mediterranean Sea,30.07,41.87,18 Jun 2006,5.0,5.84,1.9,PP,1992.0,4.0,2.0,30.07,5.0,POINT (30.07 41.87)
3223,3224,Mediterranean Sea,30.07,41.87,18 Jun 2006,18.0,1.11,1.93,PP,1992.0,4.0,4.0,30.07,27.5,POINT (30.07 41.87)
3224,3225,Mediterranean Sea,25.92,37.09,22 Jun 2006,5.0,2.86,0.11,PP,1992.0,4.0,4.0,25.92,5.0,POINT (25.92 37.09)
3226,3227,Mediterranean Sea,19.69,35.71,25 Jun 2006,5.0,2.43,0.2,PP,1992.0,4.0,4.0,19.69,5.0,POINT (19.69 35.71)
3227,3228,Mediterranean Sea,19.69,35.71,25 Jun 2006,18.0,3.63,0.21,PP,1992.0,4.0,4.0,19.69,27.5,POINT (19.69 35.71)
3228,3229,Mediterranean Sea,19.69,35.71,25 Jun 2006,92.0,3.58,0.65,PP,1992.0,4.0,4.0,19.69,117.5,POINT (19.69 35.71)
3229,3230,Mediterranean Sea,10.64,37.88,30 Jun 2006,5.0,2.28,0.28,PP,1992.0,4.0,7.0,10.64,5.0,POINT (10.64 37.88)
3231,3232,Mediterranean Sea,10.64,37.88,30 Jun 2006,68.0,8.97,0.39,PP,1992.0,4.0,7.0,10.64,87.5,POINT (10.64 37.88)
3232,3233,Mediterranean Sea,3.54,39.34,06 May 2007,5.0,1.11,0.04,PP,1992.0,4.0,7.0,3.54,5.0,POINT (3.54 39.34)
3233,3234,Mediterranean Sea,3.54,39.34,06 May 2007,20.0,5.31,0.05,PP,1992.0,4.0,7.0,3.54,27.5,POINT (3.54 39.34)
3234,3235,Mediterranean Sea,3.54,39.34,06 May 2007,30.0,7.96,0.07,PP,1992.0,4.0,7.0,3.54,45.0,POINT (3.54 39.34)
3235,3236,Mediterranean Sea,3.54,39.34,06 May 2007,55.0,5.73,0.4,PP,1992.0,4.0,9.0,3.54,65.0,POINT (3.54 39.34)
3236,3237,Mediterranean Sea,10.86,38.23,11 May 2007,5.0,0.61,0.04,PP,1992.0,4.0,9.0,10.86,5.0,POINT (10.86 38.23)
3237,3238,Mediterranean Sea,10.86,38.23,11 May 2007,25.0,3.21,0.45,PP,1992.0,4.0,9.0,10.86,27.5,POINT (10.86 38.23)
3238,3239,Mediterranean Sea,10.86,38.23,11 May 2007,40.0,3.72,1.18,PP,1992.0,4.0,9.0,10.86,45.0,POINT (10.86 38.23)
3240,3241,Mediterranean Sea,15.53,36.36,12 May 2007,5.0,0.93,0.04,PP,1992.0,4.0,9.0,15.53,5.0,POINT (15.53 36.36)
3241,3242,Mediterranean Sea,15.53,36.36,12 May 2007,85.0,0.37,0.24,PP,1992.0,10.0,2.0,15.53,87.5,POINT (15.53 36.36)
3242,3243,Mediterranean Sea,17.98,35.59,13 May 2007,4.0,0.85,0.03,PP,1992.0,10.0,2.0,17.98,5.0,POINT (17.98 35.59)
3243,3244,Mediterranean Sea,17.98,35.59,13 May 2007,20.0,0.58,0.02,PP,1992.0,10.0,2.0,17.98,27.5,POINT (17.98 35.59)
3244,3245,Mediterranean Sea,17.98,35.59,13 May 2007,70.0,2.65,0.08,PP,1992.0,10.0,2.0,17.98,87.5,POINT (17.98 35.59)
3245,3246,Mediterranean Sea,17.98,35.59,13 May 2007,120.0,1.5,0.12,PP,1992.0,10.0,2.0,17.98,160.0,POINT (17.98 35.59)
3246,3247,Mediterranean Sea,21.07,34.47,14 May 2007,5.0,1.86,0.02,PP,1992.0,10.0,2.0,21.07,5.0,POINT (21.07 34.47)
3247,3248,Mediterranean Sea,21.07,34.47,14 May 2007,90.0,0.07,0.19,PP,1992.0,10.0,4.0,21.07,117.5,POINT (21.07 34.47)
3248,3249,Mediterranean Sea,22.34,34.0,15 May 2007,5.0,1.84,0.05,PP,1992.0,10.0,4.0,22.34,5.0,POINT (22.34 34)
3249,3250,Mediterranean Sea,22.34,34.0,15 May 2007,35.0,1.26,0.06,PP,1992.0,10.0,4.0,22.34,45.0,POINT (22.34 34)
3250,3251,Mediterranean Sea,22.34,34.0,15 May 2007,80.0,0.24,0.15,PP,1992.0,10.0,4.0,22.34,87.5,POINT (22.34 34)
3251,3252,Mediterranean Sea,22.34,34.0,15 May 2007,110.0,0.72,0.24,PP,1992.0,10.0,4.0,22.34,117.5,POINT (22.34 34)
3252,3253,Mediterranean Sea,27.45,32.77,16 May 2007,5.0,0.54,0.08,PP,1992.0,10.0,4.0,27.45,5.0,POINT (27.45 32.77)
3253,3254,Mediterranean Sea,27.45,32.77,16 May 2007,110.0,0.16,0.17,PP,1992.0,10.0,6.0,27.45,117.5,POINT (27.45 32.77)
3258,3259,Mediterranean Sea,28.68,35.18,22 May 2007,5.0,0.28,0.09,PP,1992.0,10.0,6.0,28.68,5.0,POINT (28.68 35.18)
3259,3260,Mediterranean Sea,28.68,35.18,22 May 2007,50.0,2.93,1.01,PP,1992.0,10.0,8.0,28.68,65.0,POINT (28.68 35.18)
3260,3261,Mediterranean Sea,26.22,36.15,25 May 2007,5.0,1.75,0.08,PP,1992.0,10.0,8.0,26.22,5.0,POINT (26.22 36.15)
3261,3262,Mediterranean Sea,26.22,36.15,25 May 2007,20.0,1.92,0.09,PP,1992.0,10.0,8.0,26.22,27.5,POINT (26.22 36.15)
3262,3263,Mediterranean Sea,26.22,36.15,25 May 2007,40.0,0.44,0.26,PP,1992.0,10.0,8.0,26.22,45.0,POINT (26.22 36.15)
3263,3264,Mediterranean Sea,26.22,36.15,25 May 2007,80.0,0.7,0.59,PP,1992.0,10.0,8.0,26.22,87.5,POINT (26.22 36.15)
3264,3265,Mediterranean Sea,22.65,36.13,26 May 2007,5.0,0.73,0.06,PP,1992.0,10.0,8.0,22.65,5.0,POINT (22.65 36.13)
3265,3266,Mediterranean Sea,22.65,36.13,26 May 2007,95.0,0.79,0.39,PP,1992.0,10.0,10.0,22.65,117.5,POINT (22.65 36.13)
3266,3267,Mediterranean Sea,18.63,36.71,27 May 2007,5.0,1.56,0.05,PP,1992.0,10.0,10.0,18.63,5.0,POINT (18.63 36.71)
3267,3268,Mediterranean Sea,18.63,36.71,27 May 2007,20.0,2.73,0.05,PP,1992.0,10.0,10.0,18.63,27.5,POINT (18.63 36.71)
3268,3269,Mediterranean Sea,18.63,36.71,27 May 2007,50.0,1.51,0.08,PP,1992.0,10.0,10.0,18.63,65.0,POINT (18.63 36.71)
3269,3270,Mediterranean Sea,18.63,36.71,27 May 2007,120.0,1.02,0.34,PP,1992.0,10.0,10.0,18.63,160.0,POINT (18.63 36.71)
3270,3271,Mediterranean Sea,13.94,36.91,31 May 2007,5.0,0.58,0.07,PP,1992.0,10.0,10.0,13.94,5.0,POINT (13.94 36.91)
3271,3272,Mediterranean Sea,13.94,36.91,31 May 2007,20.0,1.52,0.07,PP,1992.0,10.0,12.0,13.94,27.5,POINT (13.94 36.91)
3272,3273,Mediterranean Sea,13.94,36.91,31 May 2007,50.0,1.8,0.16,PP,1992.0,10.0,12.0,13.94,65.0,POINT (13.94 36.91)
3273,3274,Mediterranean Sea,13.94,36.91,31 May 2007,70.0,2.08,1.71,PP,1992.0,10.0,12.0,13.94,87.5,POINT (13.94 36.91)
3274,3275,Mediterranean Sea,10.24,38.68,01 Jun 2007,70.0,1.56,0.68,PP,1992.0,10.0,12.0,10.24,87.5,POINT (10.24 38.68)
3279,3280,Pacific,-154.5,28.24,25 Aug 1985,1.0,1.67,0.08,PP,1992.0,10.0,14.0,205.5,5.0,POINT (-154.5 28.24)
3280,3281,Pacific,-154.5,28.24,26 Aug 1985,1.0,0.34,0.14,PP,1992.0,10.0,14.0,205.5,5.0,POINT (-154.5 28.24)
3281,3282,Pacific,-154.57,28.34,27 Aug 1985,10.0,0.8,0.92,PP,1992.0,10.0,14.0,205.43,15.0,POINT (-154.57 28.34)
3282,3283,Pacific,-154.57,28.34,27 Aug 1985,30.0,0.93,0.1,PP,1992.0,10.0,14.0,205.43,45.0,POINT (-154.57 28.34)
3283,3284,Pacific,-154.57,28.34,27 Aug 1985,60.0,0.32,0.21,PP,1992.0,10.0,16.0,205.43,65.0,POINT (-154.57 28.34)
3284,3285,Pacific,-154.57,28.34,27 Aug 1985,90.0,0.36,0.25,PP,1992.0,10.0,16.0,205.43,117.5,POINT (-154.57 28.34)
3285,3286,Pacific,-154.5,28.24,27 Aug 1985,15.0,0.97,0.09,PP,1992.0,10.0,16.0,205.5,15.0,POINT (-154.5 28.24)
3286,3287,Pacific,-154.5,28.24,27 Aug 1985,30.0,0.93,0.1,PP,1992.0,10.0,16.0,205.5,45.0,POINT (-154.5 28.24)
3287,3288,Pacific,-154.5,28.24,27 Aug 1985,1.0,1.14,0.09,PP,1992.0,10.0,16.0,205.5,5.0,POINT (-154.5 28.24)
3289,3290,Pacific,-154.64,28.71,28 Aug 1985,15.0,1.31,0.09,PP,1992.0,10.0,18.0,205.36,15.0,POINT (-154.64 28.71)
3290,3291,Pacific,-154.64,28.71,28 Aug 1985,30.0,1.26,0.1,PP,1992.0,10.0,18.0,205.36,45.0,POINT (-154.64 28.71)
3291,3292,Pacific,-153.83,29.05,04 Sep 1985,10.0,0.58,0.07,PP,1992.0,10.0,18.0,206.17,15.0,POINT (-153.83 29.05)
3292,3293,Pacific,-153.83,29.05,04 Sep 1985,20.0,0.93,0.07,PP,1992.0,10.0,18.0,206.17,27.5,POINT (-153.83 29.05)
3293,3294,Pacific,-153.83,29.05,04 Sep 1985,50.0,0.37,0.09,PP,1992.0,10.0,18.0,206.17,65.0,POINT (-153.83 29.05)
4022,4023,Pacific,-159.03,21.51,11 Jul 2007,15.0,3.28,0.03,PP,1993.0,12.0,1.0,200.97,15.0,POINT (-159.03 21.51)
4025,4026,Pacific,-159.23,20.89,16 Jul 2007,5.0,0.78,0.1,PP,1993.0,12.0,5.0,200.77,5.0,POINT (-159.23 20.89)
4027,4028,Pacific,-157.0,20.33,17 Jul 2007,25.0,0.78,0.13,PP,1993.0,12.0,8.0,203.0,27.5,POINT (-157 20.33)
4028,4029,Pacific,-157.0,20.33,17 Jul 2007,5.0,0.8,0.4,PP,1993.0,12.0,8.0,203.0,5.0,POINT (-157 20.33)
4030,4031,Pacific,-158.83,20.3,18 Jul 2007,15.0,0.66,0.1,PP,1994.0,1.0,11.0,201.17,15.0,POINT (-158.83 20.3)
4032,4033,Pacific,-158.98,20.73,19 Jul 2007,25.0,2.25,0.1,PP,1994.0,1.0,14.0,201.02,27.5,POINT (-158.98 20.73)
4053,4054,Pacific,-75.05,-39.53,10 Mar 2009,5.0,3.6,0.8,PP,1994.0,2.0,5.0,284.95,5.0,POINT (-75.05 -39.53)
4054,4055,Pacific,-75.05,-39.53,10 Mar 2009,15.0,3.87,0.85,PP,1994.0,2.0,5.0,284.95,15.0,POINT (-75.05 -39.53)
4055,4056,Pacific,-75.05,-39.53,10 Mar 2009,30.0,2.56,2.34,PP,1994.0,2.0,5.0,284.95,45.0,POINT (-75.05 -39.53)
4056,4057,Pacific,-74.08,-36.3,11 Mar 2009,5.0,2.9,0.85,PP,1994.0,2.0,5.0,285.92,5.0,POINT (-74.08 -36.3)
4058,4059,Pacific,-74.08,-36.3,11 Mar 2009,30.0,0.81,0.23,PP,1994.0,2.0,8.0,285.92,45.0,POINT (-74.08 -36.3)
