,NumRef,Ocean,Longitude,Latitude,Date,Depth,GPP,Chl_a,set,year,month,day,Longitude_pos,depth_bin,geometry
1104,1105,Atlantic,-19.87,28.68,08 Jun 1998,1.0,0.56,0.04,PP,1998.0,6.0,8.0,340.13,5.0,POINT (-19.87 28.68)
1111,1112,Atlantic,-17.5,36.61,10 Jun 1998,90.0,0.76,0.49,PP,1998.0,6.0,10.0,342.5,117.5,POINT (-17.5 36.61)
1118,1119,Atlantic,-17.5,41.08,11 Jun 1998,1.0,1.69,0.12,PP,1998.0,6.0,11.0,342.5,5.0,POINT (-17.5 41.08)
1119,1120,Atlantic,-17.5,41.08,11 Jun 1998,14.0,0.73,0.29,PP,1998.0,6.0,11.0,342.5,15.0,POINT (-17.5 41.08)
1120,1121,Atlantic,-17.5,41.08,11 Jun 1998,47.0,3.43,1.09,PP,1998.0,6.0,11.0,342.5,65.0,POINT (-17.5 41.08)
1125,1126,Atlantic,-9.7,48.45,13 Jun 1998,1.0,22.48,3.15,PP,1998.0,6.0,13.0,350.3,5.0,POINT (-9.7 48.45)
1126,1127,Atlantic,-9.7,48.45,13 Jun 1998,9.0,10.43,2.83,PP,1998.0,6.0,13.0,350.3,15.0,POINT (-9.7 48.45)
1127,1128,Atlantic,-9.7,48.45,13 Jun 1998,32.0,5.1,2.57,PP,1998.0,6.0,13.0,350.3,45.0,POINT (-9.7 48.45)
1130,1131,Atlantic,-9.03,42.16,01 Aug 1998,5.0,3.07,1.21,PP,1998.0,8.0,1.0,350.97,5.0,POINT (-9.03 42.16)
1131,1132,Atlantic,-9.03,42.16,01 Aug 1998,20.0,7.42,2.22,PP,1998.0,8.0,1.0,350.97,27.5,POINT (-9.03 42.16)
1132,1133,Atlantic,-9.03,42.16,01 Aug 1998,30.0,5.15,1.56,PP,1998.0,8.0,1.0,350.97,45.0,POINT (-9.03 42.16)
1133,1134,Atlantic,-9.03,42.16,01 Aug 1998,40.0,4.96,0.7,PP,1998.0,8.0,1.0,350.97,45.0,POINT (-9.03 42.16)
1134,1135,Atlantic,-9.03,42.16,01 Aug 1998,50.0,1.1,0.59,PP,1998.0,8.0,1.0,350.97,65.0,POINT (-9.03 42.16)
1136,1137,Atlantic,-10.28,42.67,01 Aug 1998,40.0,0.7,0.63,PP,1998.0,8.0,1.0,349.72,45.0,POINT (-10.28 42.67)
1137,1138,Atlantic,-10.28,42.67,01 Aug 1998,50.0,0.19,0.69,PP,1998.0,8.0,1.0,349.72,65.0,POINT (-10.28 42.67)
1138,1139,Atlantic,-9.43,43.0,01 Aug 1998,5.0,5.31,1.71,PP,1998.0,8.0,1.0,350.57,5.0,POINT (-9.43 43)
1139,1140,Atlantic,-9.43,43.0,01 Aug 1998,20.0,12.86,1.83,PP,1998.0,8.0,1.0,350.57,27.5,POINT (-9.43 43)
1140,1141,Atlantic,-9.43,43.0,01 Aug 1998,40.0,12.83,1.21,PP,1998.0,8.0,1.0,350.57,45.0,POINT (-9.43 43)
1141,1142,Atlantic,-9.43,43.0,01 Aug 1998,50.0,2.76,0.92,PP,1998.0,8.0,1.0,350.57,65.0,POINT (-9.43 43)
1154,1155,Atlantic,-14.11,27.51,11 Aug 1999,5.0,1.94,0.12,PP,1999.0,8.0,11.0,345.89,5.0,POINT (-14.11 27.51)
1155,1156,Atlantic,-14.11,27.51,11 Aug 1999,15.0,1.71,0.15,PP,1999.0,8.0,11.0,345.89,15.0,POINT (-14.11 27.51)
1156,1157,Atlantic,-14.11,27.51,11 Aug 1999,30.0,2.32,0.48,PP,1999.0,8.0,11.0,345.89,45.0,POINT (-14.11 27.51)
1157,1158,Atlantic,-14.11,27.51,11 Aug 1999,45.0,2.54,1.99,PP,1999.0,8.0,11.0,345.89,45.0,POINT (-14.11 27.51)
1158,1159,Atlantic,-14.11,27.51,11 Aug 1999,67.0,0.0,0.7,PP,1999.0,8.0,11.0,345.89,87.5,POINT (-14.11 27.51)
1159,1160,Atlantic,-14.11,27.51,11 Aug 1999,90.0,0.03,0.58,PP,1999.0,8.0,11.0,345.89,117.5,POINT (-14.11 27.51)
1160,1161,Atlantic,-13.34,27.82,17 Aug 1999,5.0,8.6,2.6,PP,1999.0,8.0,17.0,346.66,5.0,POINT (-13.34 27.82)
1161,1162,Atlantic,-13.34,27.82,17 Aug 1999,10.0,9.37,3.38,PP,1999.0,8.0,17.0,346.66,15.0,POINT (-13.34 27.82)
1162,1163,Atlantic,-13.34,27.82,17 Aug 1999,15.0,4.94,3.59,PP,1999.0,8.0,17.0,346.66,15.0,POINT (-13.34 27.82)
1163,1164,Atlantic,-13.34,27.82,17 Aug 1999,20.0,1.23,1.35,PP,1999.0,8.0,17.0,346.66,27.5,POINT (-13.34 27.82)
1164,1165,Atlantic,-13.34,27.82,17 Aug 1999,30.0,0.34,0.35,PP,1999.0,8.0,17.0,346.66,45.0,POINT (-13.34 27.82)
1165,1166,Atlantic,-13.34,27.82,17 Aug 1999,40.0,0.5,0.2,PP,1999.0,8.0,17.0,346.66,45.0,POINT (-13.34 27.82)
1166,1167,Atlantic,-14.61,27.67,22 Aug 1999,5.0,1.76,0.14,PP,1999.0,8.0,22.0,345.39,5.0,POINT (-14.61 27.67)
1167,1168,Atlantic,-14.61,27.67,22 Aug 1999,25.0,0.48,0.24,PP,1999.0,8.0,22.0,345.39,27.5,POINT (-14.61 27.67)
1168,1169,Atlantic,-14.61,27.67,22 Aug 1999,32.0,1.02,0.54,PP,1999.0,8.0,22.0,345.39,45.0,POINT (-14.61 27.67)
1169,1170,Atlantic,-14.61,27.67,22 Aug 1999,50.0,0.84,0.73,PP,1999.0,8.0,22.0,345.39,65.0,POINT (-14.61 27.67)
1170,1171,Atlantic,-14.61,27.67,22 Aug 1999,75.0,0.0,0.26,PP,1999.0,8.0,22.0,345.39,87.5,POINT (-14.61 27.67)
1171,1172,Atlantic,-14.61,27.67,22 Aug 1999,100.0,0.0,0.17,PP,1999.0,8.0,22.0,345.39,117.5,POINT (-14.61 27.67)
1172,1173,Atlantic,-15.1,27.8,24 Aug 1999,5.0,1.0,0.11,PP,1999.0,8.0,24.0,344.9,5.0,POINT (-15.1 27.8)
1173,1174,Atlantic,-15.1,27.8,24 Aug 1999,20.0,1.17,0.13,PP,1999.0,8.0,24.0,344.9,27.5,POINT (-15.1 27.8)
1174,1175,Atlantic,-15.1,27.8,24 Aug 1999,30.0,1.53,0.26,PP,1999.0,8.0,24.0,344.9,45.0,POINT (-15.1 27.8)
1175,1176,Atlantic,-15.1,27.8,24 Aug 1999,40.0,2.77,1.16,PP,1999.0,8.0,24.0,344.9,45.0,POINT (-15.1 27.8)
1176,1177,Atlantic,-9.03,42.16,01 Oct 1999,5.0,2.2,0.23,PP,1999.0,10.0,1.0,350.97,5.0,POINT (-9.03 42.16)
1177,1178,Atlantic,-9.03,42.16,01 Oct 1999,10.0,1.69,0.23,PP,1999.0,10.0,1.0,350.97,15.0,POINT (-9.03 42.16)
1178,1179,Atlantic,-9.03,42.16,01 Oct 1999,25.0,0.97,0.22,PP,1999.0,10.0,1.0,350.97,27.5,POINT (-9.03 42.16)
1179,1180,Atlantic,-9.38,42.15,01 Oct 1999,5.0,3.31,0.21,PP,1999.0,10.0,1.0,350.62,5.0,POINT (-9.38 42.15)
1180,1181,Atlantic,-9.38,42.15,01 Oct 1999,10.0,0.03,0.21,PP,1999.0,10.0,1.0,350.62,15.0,POINT (-9.38 42.15)
1181,1182,Atlantic,-9.1,42.67,01 Oct 1999,5.0,5.72,0.55,PP,1999.0,10.0,1.0,350.9,5.0,POINT (-9.1 42.67)
1182,1183,Atlantic,-9.1,42.67,01 Oct 1999,20.0,3.16,0.53,PP,1999.0,10.0,1.0,350.9,27.5,POINT (-9.1 42.67)
1183,1184,Atlantic,-9.1,42.67,01 Oct 1999,40.0,3.26,0.35,PP,1999.0,10.0,1.0,350.9,45.0,POINT (-9.1 42.67)
1184,1185,Atlantic,-9.53,42.67,01 Oct 1999,5.0,0.5,0.15,PP,1999.0,10.0,1.0,350.47,5.0,POINT (-9.53 42.67)
1185,1186,Atlantic,-9.53,42.67,01 Oct 1999,10.0,0.14,0.16,PP,1999.0,10.0,1.0,350.47,15.0,POINT (-9.53 42.67)
1186,1187,Atlantic,-9.53,42.67,01 Oct 1999,30.0,0.85,0.2,PP,1999.0,10.0,1.0,350.47,45.0,POINT (-9.53 42.67)
1187,1188,Atlantic,-9.2,43.01,01 Oct 1999,5.0,2.31,0.21,PP,1999.0,10.0,1.0,350.8,5.0,POINT (-9.2 43.01)
1188,1189,Atlantic,-9.2,43.01,01 Oct 1999,10.0,1.68,0.21,PP,1999.0,10.0,1.0,350.8,15.0,POINT (-9.2 43.01)
1189,1190,Atlantic,-9.2,43.01,01 Oct 1999,30.0,0.45,0.25,PP,1999.0,10.0,1.0,350.8,45.0,POINT (-9.2 43.01)
1282,1283,Atlantic,-16.05,39.95,29 Sep 2000,4.0,0.51,0.05,PP,2000.0,9.0,29.0,343.95,5.0,POINT (-16.05 39.95)
1283,1284,Atlantic,-16.05,39.95,29 Sep 2000,20.0,0.62,1.0,PP,2000.0,9.0,29.0,343.95,27.5,POINT (-16.05 39.95)
1284,1285,Atlantic,-16.05,39.95,29 Sep 2000,30.0,0.94,1.5,PP,2000.0,9.0,29.0,343.95,45.0,POINT (-16.05 39.95)
1285,1286,Atlantic,-16.05,39.95,29 Sep 2000,55.0,0.51,0.25,PP,2000.0,9.0,29.0,343.95,65.0,POINT (-16.05 39.95)
1286,1287,Atlantic,-16.05,39.95,29 Sep 2000,75.0,0.55,0.3,PP,2000.0,9.0,29.0,343.95,87.5,POINT (-16.05 39.95)
1287,1288,Atlantic,-18.72,35.87,29 Sep 2000,25.0,0.61,0.08,PP,2000.0,9.0,29.0,341.28,27.5,POINT (-18.72 35.87)
1288,1289,Atlantic,-18.72,35.87,29 Sep 2000,40.0,0.82,0.12,PP,2000.0,9.0,29.0,341.28,45.0,POINT (-18.72 35.87)
1289,1290,Atlantic,-18.72,35.87,29 Sep 2000,95.0,0.14,0.05,PP,2000.0,9.0,29.0,341.28,117.5,POINT (-18.72 35.87)
1290,1291,Atlantic,-20.26,31.57,29 Sep 2000,4.0,0.13,0.05,PP,2000.0,9.0,29.0,339.74,5.0,POINT (-20.26 31.57)
1291,1292,Atlantic,-20.26,31.57,29 Sep 2000,20.0,0.52,0.07,PP,2000.0,9.0,29.0,339.74,27.5,POINT (-20.26 31.57)
1292,1293,Atlantic,-20.26,31.57,29 Sep 2000,40.0,0.66,0.2,PP,2000.0,9.0,29.0,339.74,45.0,POINT (-20.26 31.57)
1293,1294,Atlantic,-20.26,31.57,29 Sep 2000,80.0,0.29,0.22,PP,2000.0,9.0,29.0,339.74,87.5,POINT (-20.26 31.57)
1294,1295,Atlantic,-20.26,31.57,29 Sep 2000,105.0,0.68,0.07,PP,2000.0,9.0,29.0,339.74,117.5,POINT (-20.26 31.57)
1295,1296,Atlantic,-20.56,27.25,29 Sep 2000,4.0,0.13,0.09,PP,2000.0,9.0,29.0,339.44,5.0,POINT (-20.56 27.25)
1296,1297,Atlantic,-20.56,27.25,29 Sep 2000,30.0,0.42,0.09,PP,2000.0,9.0,29.0,339.44,45.0,POINT (-20.56 27.25)
1297,1298,Atlantic,-20.56,27.25,29 Sep 2000,50.0,0.16,0.18,PP,2000.0,9.0,29.0,339.44,65.0,POINT (-20.56 27.25)
1298,1299,Atlantic,-20.56,27.25,29 Sep 2000,110.0,0.35,0.12,PP,2000.0,9.0,29.0,339.44,117.5,POINT (-20.56 27.25)
1299,1300,Atlantic,-19.73,22.97,29 Sep 2000,4.0,1.51,0.2,PP,2000.0,9.0,29.0,340.27,5.0,POINT (-19.73 22.97)
1300,1301,Atlantic,-19.73,22.97,29 Sep 2000,25.0,1.75,0.35,PP,2000.0,9.0,29.0,340.27,27.5,POINT (-19.73 22.97)
1301,1302,Atlantic,-19.73,22.97,29 Sep 2000,50.0,3.38,0.25,PP,2000.0,9.0,29.0,340.27,65.0,POINT (-19.73 22.97)
1302,1303,Atlantic,-19.73,22.97,29 Sep 2000,60.0,0.31,0.2,PP,2000.0,9.0,29.0,340.27,65.0,POINT (-19.73 22.97)
1304,1305,Atlantic,-18.06,9.7,29 Sep 2000,4.0,1.49,0.29,PP,2000.0,9.0,29.0,341.94,5.0,POINT (-18.06 9.7)
1305,1306,Atlantic,-18.06,9.7,29 Sep 2000,25.0,1.99,0.52,PP,2000.0,9.0,29.0,341.94,27.5,POINT (-18.06 9.7)
1306,1307,Atlantic,-18.06,9.7,29 Sep 2000,40.0,2.7,0.2,PP,2000.0,9.0,29.0,341.94,45.0,POINT (-18.06 9.7)
1307,1308,Atlantic,-18.06,9.7,29 Sep 2000,50.0,1.63,0.28,PP,2000.0,9.0,29.0,341.94,65.0,POINT (-18.06 9.7)
1309,1310,Atlantic,-15.78,5.99,29 Sep 2000,4.0,1.79,0.4,PP,2000.0,9.0,29.0,344.22,5.0,POINT (-15.78 5.99)
1310,1311,Atlantic,-15.78,5.99,29 Sep 2000,20.0,1.85,0.5,PP,2000.0,9.0,29.0,344.22,27.5,POINT (-15.78 5.99)
1311,1312,Atlantic,-15.78,5.99,29 Sep 2000,40.0,2.04,0.23,PP,2000.0,9.0,29.0,344.22,45.0,POINT (-15.78 5.99)
1312,1313,Atlantic,-15.78,5.99,29 Sep 2000,55.0,1.68,0.3,PP,2000.0,9.0,29.0,344.22,65.0,POINT (-15.78 5.99)
1313,1314,Atlantic,-15.78,5.99,29 Sep 2000,62.0,0.76,0.23,PP,2000.0,9.0,29.0,344.22,65.0,POINT (-15.78 5.99)
1314,1315,Atlantic,-13.51,2.17,29 Sep 2000,4.0,2.87,0.28,PP,2000.0,9.0,29.0,346.49,5.0,POINT (-13.51 2.17)
1315,1316,Atlantic,-13.51,2.17,29 Sep 2000,20.0,4.26,0.2,PP,2000.0,9.0,29.0,346.49,27.5,POINT (-13.51 2.17)
1316,1317,Atlantic,-13.51,2.17,29 Sep 2000,40.0,3.16,0.3,PP,2000.0,9.0,29.0,346.49,45.0,POINT (-13.51 2.17)
1317,1318,Atlantic,-13.51,2.17,29 Sep 2000,60.0,1.21,0.45,PP,2000.0,9.0,29.0,346.49,65.0,POINT (-13.51 2.17)
1318,1319,Atlantic,-13.51,2.17,29 Sep 2000,80.0,0.29,0.4,PP,2000.0,9.0,29.0,346.49,87.5,POINT (-13.51 2.17)
1319,1320,Atlantic,-11.65,-1.37,29 Sep 2000,22.0,4.89,0.3,PP,2000.0,9.0,29.0,348.35,27.5,POINT (-11.65 -1.37)
1320,1321,Atlantic,-11.65,-1.37,29 Sep 2000,35.0,2.71,0.3,PP,2000.0,9.0,29.0,348.35,45.0,POINT (-11.65 -1.37)
1321,1322,Atlantic,-11.65,-1.37,29 Sep 2000,45.0,3.32,0.4,PP,2000.0,9.0,29.0,348.35,45.0,POINT (-11.65 -1.37)
1323,1324,Atlantic,-11.34,-2.13,29 Sep 2000,4.0,3.68,0.4,PP,2000.0,9.0,29.0,348.66,5.0,POINT (-11.34 -2.13)
1324,1325,Atlantic,-11.34,-2.13,29 Sep 2000,15.0,6.14,0.4,PP,2000.0,9.0,29.0,348.66,15.0,POINT (-11.34 -2.13)
1325,1326,Atlantic,-11.34,-2.13,29 Sep 2000,28.0,4.57,0.3,PP,2000.0,9.0,29.0,348.66,45.0,POINT (-11.34 -2.13)
1326,1327,Atlantic,-11.34,-2.13,29 Sep 2000,40.0,3.33,0.33,PP,2000.0,9.0,29.0,348.66,45.0,POINT (-11.34 -2.13)
1327,1328,Atlantic,-11.34,-2.13,29 Sep 2000,55.0,0.24,0.35,PP,2000.0,9.0,29.0,348.66,65.0,POINT (-11.34 -2.13)
1328,1329,Atlantic,-13.39,-7.22,29 Sep 2000,4.0,2.05,0.25,PP,2000.0,9.0,29.0,346.61,5.0,POINT (-13.39 -7.22)
1329,1330,Atlantic,-13.39,-7.22,29 Sep 2000,30.0,2.69,0.15,PP,2000.0,9.0,29.0,346.61,45.0,POINT (-13.39 -7.22)
1330,1331,Atlantic,-13.39,-7.22,29 Sep 2000,60.0,2.23,0.1,PP,2000.0,9.0,29.0,346.61,65.0,POINT (-13.39 -7.22)
1331,1332,Atlantic,-13.39,-7.22,29 Sep 2000,80.0,1.14,0.1,PP,2000.0,9.0,29.0,346.61,87.5,POINT (-13.39 -7.22)
1333,1334,Atlantic,-16.79,-10.23,29 Sep 2000,4.0,0.52,0.18,PP,2000.0,9.0,29.0,343.21,5.0,POINT (-16.79 -10.23)
1334,1335,Atlantic,-16.79,-10.23,29 Sep 2000,30.0,0.83,0.2,PP,2000.0,9.0,29.0,343.21,45.0,POINT (-16.79 -10.23)
1335,1336,Atlantic,-16.79,-10.23,29 Sep 2000,60.0,0.77,0.05,PP,2000.0,9.0,29.0,343.21,65.0,POINT (-16.79 -10.23)
1336,1337,Atlantic,-16.79,-10.23,29 Sep 2000,80.0,0.88,0.06,PP,2000.0,9.0,29.0,343.21,87.5,POINT (-16.79 -10.23)
1337,1338,Atlantic,-16.79,-10.23,29 Sep 2000,107.0,0.55,0.1,PP,2000.0,9.0,29.0,343.21,117.5,POINT (-16.79 -10.23)
1338,1339,Atlantic,-20.29,-13.02,29 Sep 2000,4.0,0.15,0.2,PP,2000.0,9.0,29.0,339.71,5.0,POINT (-20.29 -13.02)
1339,1340,Atlantic,-20.29,-13.02,29 Sep 2000,40.0,0.42,0.23,PP,2000.0,9.0,29.0,339.71,45.0,POINT (-20.29 -13.02)
1340,1341,Atlantic,-20.29,-13.02,29 Sep 2000,70.0,0.4,0.05,PP,2000.0,9.0,29.0,339.71,87.5,POINT (-20.29 -13.02)
1341,1342,Atlantic,-20.29,-13.02,29 Sep 2000,110.0,0.43,0.05,PP,2000.0,9.0,29.0,339.71,117.5,POINT (-20.29 -13.02)
1342,1343,Atlantic,-20.29,-13.02,29 Sep 2000,135.0,0.19,0.12,PP,2000.0,9.0,29.0,339.71,160.0,POINT (-20.29 -13.02)
1343,1344,Atlantic,-23.48,-15.75,29 Sep 2000,4.0,0.43,0.19,PP,2000.0,9.0,29.0,336.52,5.0,POINT (-23.48 -15.75)
1344,1345,Atlantic,-23.48,-15.75,29 Sep 2000,50.0,0.37,0.19,PP,2000.0,9.0,29.0,336.52,65.0,POINT (-23.48 -15.75)
1345,1346,Atlantic,-23.48,-15.75,29 Sep 2000,100.0,0.58,0.05,PP,2000.0,9.0,29.0,336.52,117.5,POINT (-23.48 -15.75)
1346,1347,Atlantic,-23.48,-15.75,29 Sep 2000,130.0,0.74,0.06,PP,2000.0,9.0,29.0,336.52,160.0,POINT (-23.48 -15.75)
1347,1348,Atlantic,-23.48,-15.75,29 Sep 2000,160.0,0.12,0.07,PP,2000.0,9.0,29.0,336.52,160.0,POINT (-23.48 -15.75)
1348,1349,Atlantic,-26.98,-18.45,29 Sep 2000,4.0,0.08,0.18,PP,2000.0,9.0,29.0,333.02,5.0,POINT (-26.98 -18.45)
1349,1350,Atlantic,-26.98,-18.45,29 Sep 2000,50.0,0.52,0.22,PP,2000.0,9.0,29.0,333.02,65.0,POINT (-26.98 -18.45)
1350,1351,Atlantic,-26.98,-18.45,29 Sep 2000,90.0,0.2,0.06,PP,2000.0,9.0,29.0,333.02,117.5,POINT (-26.98 -18.45)
1351,1352,Atlantic,-26.98,-18.45,29 Sep 2000,140.0,0.0,0.08,PP,2000.0,9.0,29.0,333.02,160.0,POINT (-26.98 -18.45)
1352,1353,Atlantic,-26.98,-18.45,29 Sep 2000,175.0,0.0,0.22,PP,2000.0,9.0,29.0,333.02,222.5,POINT (-26.98 -18.45)
1353,1354,Atlantic,-30.17,-21.06,29 Sep 2000,4.0,0.4,0.25,PP,2000.0,9.0,29.0,329.83,5.0,POINT (-30.17 -21.06)
1354,1355,Atlantic,-30.17,-21.06,29 Sep 2000,50.0,0.48,0.22,PP,2000.0,9.0,29.0,329.83,65.0,POINT (-30.17 -21.06)
1355,1356,Atlantic,-30.17,-21.06,29 Sep 2000,100.0,0.19,0.1,PP,2000.0,9.0,29.0,329.83,117.5,POINT (-30.17 -21.06)
1356,1357,Atlantic,-30.17,-21.06,29 Sep 2000,140.0,0.53,0.12,PP,2000.0,9.0,29.0,329.83,160.0,POINT (-30.17 -21.06)
1357,1358,Atlantic,-30.17,-21.06,29 Sep 2000,155.0,0.29,0.27,PP,2000.0,9.0,29.0,329.83,160.0,POINT (-30.17 -21.06)
1358,1359,Atlantic,-30.17,-21.06,29 Sep 2000,165.0,0.18,0.18,PP,2000.0,9.0,29.0,329.83,222.5,POINT (-30.17 -21.06)
1359,1360,Atlantic,-33.67,-23.81,29 Sep 2000,4.0,0.86,0.18,PP,2000.0,9.0,29.0,326.33,5.0,POINT (-33.67 -23.81)
1360,1361,Atlantic,-33.67,-23.81,29 Sep 2000,40.0,0.52,0.15,PP,2000.0,9.0,29.0,326.33,45.0,POINT (-33.67 -23.81)
1361,1362,Atlantic,-33.67,-23.81,29 Sep 2000,80.0,0.73,0.15,PP,2000.0,9.0,29.0,326.33,87.5,POINT (-33.67 -23.81)
1362,1363,Atlantic,-33.67,-23.81,29 Sep 2000,110.0,0.54,0.2,PP,2000.0,9.0,29.0,326.33,117.5,POINT (-33.67 -23.81)
1364,1365,Atlantic,-37.38,-26.61,29 Sep 2000,4.0,0.56,0.3,PP,2000.0,9.0,29.0,322.62,5.0,POINT (-37.38 -26.61)
1543,1544,Atlantic,-20.28,28.98,31 Oct 2001,5.0,1.28,0.07,PP,2001.0,10.0,31.0,339.72,5.0,POINT (-20.28 28.98)
1544,1545,Atlantic,-20.28,28.98,31 Oct 2001,20.0,0.56,0.07,PP,2001.0,10.0,31.0,339.72,27.5,POINT (-20.28 28.98)
1545,1546,Atlantic,-20.28,28.98,31 Oct 2001,100.0,0.08,0.39,PP,2001.0,10.0,31.0,339.72,117.5,POINT (-20.28 28.98)
1549,1550,Atlantic,-24.91,26.61,01 Nov 2001,5.0,0.16,0.07,PP,2001.0,11.0,1.0,335.09,5.0,POINT (-24.91 26.61)
1550,1551,Atlantic,-24.91,26.61,01 Nov 2001,20.0,0.31,0.06,PP,2001.0,11.0,1.0,335.09,27.5,POINT (-24.91 26.61)
1551,1552,Atlantic,-24.91,26.61,01 Nov 2001,125.0,0.82,0.44,PP,2001.0,11.0,1.0,335.09,160.0,POINT (-24.91 26.61)
1555,1556,Atlantic,-27.99,23.59,02 Nov 2001,5.0,1.28,0.22,PP,2001.0,11.0,2.0,332.01,5.0,POINT (-27.99 23.59)
1556,1557,Atlantic,-27.99,23.59,02 Nov 2001,15.0,1.45,0.21,PP,2001.0,11.0,2.0,332.01,15.0,POINT (-27.99 23.59)
1557,1558,Atlantic,-27.99,23.59,02 Nov 2001,40.0,1.73,0.42,PP,2001.0,11.0,2.0,332.01,45.0,POINT (-27.99 23.59)
1558,1559,Atlantic,-27.99,23.59,02 Nov 2001,60.0,0.62,0.47,PP,2001.0,11.0,2.0,332.01,65.0,POINT (-27.99 23.59)
1559,1560,Atlantic,-27.99,23.59,02 Nov 2001,80.0,0.27,0.38,PP,2001.0,11.0,2.0,332.01,87.5,POINT (-27.99 23.59)
1561,1562,Atlantic,-28.0,19.07,03 Nov 2001,5.0,1.21,0.09,PP,2001.0,11.0,3.0,332.0,5.0,POINT (-28 19.07)
1562,1563,Atlantic,-28.0,19.07,03 Nov 2001,20.0,1.3,0.09,PP,2001.0,11.0,3.0,332.0,27.5,POINT (-28 19.07)
1563,1564,Atlantic,-28.0,19.07,03 Nov 2001,45.0,1.06,0.16,PP,2001.0,11.0,3.0,332.0,45.0,POINT (-28 19.07)
1564,1565,Atlantic,-28.0,19.07,03 Nov 2001,70.0,0.99,0.31,PP,2001.0,11.0,3.0,332.0,87.5,POINT (-28 19.07)
1565,1566,Atlantic,-28.0,19.07,03 Nov 2001,87.0,0.57,0.44,PP,2001.0,11.0,3.0,332.0,87.5,POINT (-28 19.07)
1567,1568,Atlantic,-28.0,14.54,04 Nov 2001,5.0,0.47,0.26,PP,2001.0,11.0,4.0,332.0,5.0,POINT (-28 14.54)
1568,1569,Atlantic,-28.0,14.54,04 Nov 2001,15.0,2.5,0.27,PP,2001.0,11.0,4.0,332.0,15.0,POINT (-28 14.54)
1569,1570,Atlantic,-28.0,14.54,04 Nov 2001,35.0,1.16,0.32,PP,2001.0,11.0,4.0,332.0,45.0,POINT (-28 14.54)
1570,1571,Atlantic,-28.0,14.54,04 Nov 2001,50.0,1.02,0.43,PP,2001.0,11.0,4.0,332.0,65.0,POINT (-28 14.54)
1571,1572,Atlantic,-28.0,14.54,04 Nov 2001,60.0,0.33,0.65,PP,2001.0,11.0,4.0,332.0,65.0,POINT (-28 14.54)
1573,1574,Atlantic,-28.0,9.81,05 Nov 2001,5.0,0.28,0.18,PP,2001.0,11.0,5.0,332.0,5.0,POINT (-28 9.81)
1574,1575,Atlantic,-28.0,9.81,05 Nov 2001,15.0,0.28,0.12,PP,2001.0,11.0,5.0,332.0,15.0,POINT (-28 9.81)
1575,1576,Atlantic,-28.0,9.81,05 Nov 2001,35.0,0.21,0.27,PP,2001.0,11.0,5.0,332.0,45.0,POINT (-28 9.81)
1576,1577,Atlantic,-28.0,9.81,05 Nov 2001,60.0,0.34,0.49,PP,2001.0,11.0,5.0,332.0,65.0,POINT (-28 9.81)
1656,1657,Atlantic,-16.03,26.52,30 May 2003,0.0,3.04,0.17,PP,2003.0,5.0,30.0,343.97,5.0,POINT (-16.03 26.52)
1657,1658,Atlantic,-16.03,26.52,30 May 2003,5.0,0.09,0.16,PP,2003.0,5.0,30.0,343.97,5.0,POINT (-16.03 26.52)
1658,1659,Atlantic,-16.03,26.52,30 May 2003,35.0,0.09,0.17,PP,2003.0,5.0,30.0,343.97,45.0,POINT (-16.03 26.52)
1659,1660,Atlantic,-16.03,26.52,30 May 2003,75.0,0.84,0.34,PP,2003.0,5.0,30.0,343.97,87.5,POINT (-16.03 26.52)
1660,1661,Atlantic,-16.03,26.52,30 May 2003,90.0,0.07,0.89,PP,2003.0,5.0,30.0,343.97,117.5,POINT (-16.03 26.52)
1661,1662,Atlantic,-18.0,26.0,30 May 2003,0.0,1.42,0.13,PP,2003.0,5.0,30.0,342.0,5.0,POINT (-18 26)
1662,1663,Atlantic,-18.0,26.0,30 May 2003,5.0,0.44,0.1,PP,2003.0,5.0,30.0,342.0,5.0,POINT (-18 26)
1663,1664,Atlantic,-18.0,26.0,30 May 2003,40.0,0.02,0.18,PP,2003.0,5.0,30.0,342.0,45.0,POINT (-18 26)
1664,1665,Atlantic,-18.0,26.0,30 May 2003,80.0,0.26,0.41,PP,2003.0,5.0,30.0,342.0,87.5,POINT (-18 26)
1666,1667,Atlantic,-21.32,25.98,30 May 2003,0.0,0.9,0.13,PP,2003.0,5.0,30.0,338.68,5.0,POINT (-21.32 25.98)
1667,1668,Atlantic,-21.32,25.98,30 May 2003,5.0,0.0,0.1,PP,2003.0,5.0,30.0,338.68,5.0,POINT (-21.32 25.98)
1668,1669,Atlantic,-21.32,25.98,30 May 2003,40.0,0.55,0.17,PP,2003.0,5.0,30.0,338.68,45.0,POINT (-21.32 25.98)
1669,1670,Atlantic,-21.32,25.98,30 May 2003,80.0,0.22,0.4,PP,2003.0,5.0,30.0,338.68,87.5,POINT (-21.32 25.98)
1671,1672,Atlantic,-26.0,26.0,30 May 2003,0.0,3.37,0.05,PP,2003.0,5.0,30.0,334.0,5.0,POINT (-26 26)
1672,1673,Atlantic,-26.0,26.0,30 May 2003,5.0,0.27,0.04,PP,2003.0,5.0,30.0,334.0,5.0,POINT (-26 26)
1673,1674,Atlantic,-26.0,26.0,30 May 2003,40.0,0.01,0.04,PP,2003.0,5.0,30.0,334.0,45.0,POINT (-26 26)
