,number,Date,cruise,Longitude,Latitude,Depth,bacteria,virus,set,year,month,day,Longitude_pos,depth_bin,geometry
252,253,1/18/06,USC MO,-118.5,33.5,25.0,935911.25,24441548.6,VB,2006,1,18,241.5,27.5,POINT (-118.5 33.5)
253,254,12/16/10,USC MO,-118.5,33.5,150.0,523623.21,12660509.55,VB,2010,12,16,241.5,160.0,POINT (-118.5 33.5)
254,255,12/17/01,USC MO,-118.5,33.5,150.0,206665.9,1798758.8,VB,2001,12,17,241.5,160.0,POINT (-118.5 33.5)
255,256,8/12/00,USC MO,-118.5,33.5,150.0,198315.76,3537211.06,VB,2000,8,12,241.5,160.0,POINT (-118.5 33.5)
256,257,11/12/08,USC MO,-118.5,33.5,150.0,384106.32,5063430.66,VB,2008,11,12,241.5,160.0,POINT (-118.5 33.5)
257,258,12/15/04,USC MO,-118.5,33.5,150.0,334701.34,3905428.94,VB,2004,12,15,241.5,160.0,POINT (-118.5 33.5)
270,271,2/16/05,USC MO,-118.5,33.5,5.0,1282963.85,21614679.1,VB,2005,2,16,241.5,5.0,POINT (-118.5 33.5)
271,272,11/5/05,USC MO,-118.5,33.5,150.0,300373.0,3467626.58,VB,2005,11,5,241.5,160.0,POINT (-118.5 33.5)
272,273,9/22/04,USC MO,-118.5,33.5,5.0,1683074.61,46012737.4,VB,2004,9,22,241.5,5.0,POINT (-118.5 33.5)
273,274,9/22/08,USC MO,-118.5,33.5,5.0,372276.96,5314514.66,VB,2008,9,22,241.5,5.0,POINT (-118.5 33.5)
274,275,9/28/01,USC MO,-118.5,33.5,5.0,305011.97,3247275.73,VB,2001,9,28,241.5,5.0,POINT (-118.5 33.5)
275,276,9/15/10,USC MO,-118.5,33.5,5.0,1334282.4,37749580.4,VB,2010,9,15,241.5,5.0,POINT (-118.5 33.5)
276,277,9/18/03,USC MO,-118.5,33.5,5.0,4436010.6,100810515.4,VB,2003,9,18,241.5,5.0,POINT (-118.5 33.5)
277,278,9/18/00,USC MO,-118.5,33.5,5.0,801961.13,21078298.73,VB,2000,9,18,241.5,5.0,POINT (-118.5 33.5)
278,279,5/2/01,USC MO,-118.5,33.5,32.2,204578.37,6210414.84,VB,2001,5,2,241.5,45.0,POINT (-118.5 33.5)
279,280,9/18/03,USC MO,-118.5,33.5,16.4,4609971.8,102289185.6,VB,2003,9,18,241.5,27.5,POINT (-118.5 33.5)
280,281,9/22/08,USC MO,-118.5,33.5,35.0,1298620.35,26572573.3,VB,2008,9,22,241.5,45.0,POINT (-118.5 33.5)
285,286,11/9/02,USC MO,-118.5,33.5,70.0,948088.54,10472464.24,VB,2002,11,9,241.5,87.5,POINT (-118.5 33.5)
286,287,9/24/09,USC MO,-118.5,33.5,150.0,687146.74,6016158.16,VB,2009,9,24,241.5,160.0,POINT (-118.5 33.5)
287,288,9/28/01,USC MO,-118.5,33.5,150.0,91503.59,187878.09,VB,2001,9,28,241.5,160.0,POINT (-118.5 33.5)
288,289,9/22/08,USC MO,-118.5,33.5,150.0,423769.48,8732852.24,VB,2008,9,22,241.5,160.0,POINT (-118.5 33.5)
289,290,11/9/02,USC MO,-118.5,33.5,150.0,573202.15,5166647.64,VB,2002,11,9,241.5,160.0,POINT (-118.5 33.5)
290,291,9/18/03,USC MO,-118.5,33.5,150.0,456474.18,3943120.53,VB,2003,9,18,241.5,160.0,POINT (-118.5 33.5)
296,297,6/14/05,USC MO,-118.5,33.5,23.0,1670027.52,21005814.9,VB,2005,6,14,241.5,27.5,POINT (-118.5 33.5)
297,298,3/19/01,USC MO,-118.5,33.5,5.0,857048.84,15656508.0,VB,2001,3,19,241.5,5.0,POINT (-118.5 33.5)
298,299,12/3/03,USC MO,-118.5,33.5,5.0,1804847.45,23615232.9,VB,2003,12,3,241.5,5.0,POINT (-118.5 33.5)
299,300,3/29/06,USC MO,-118.5,33.5,5.0,1346459.68,52536282.4,VB,2006,3,29,241.5,5.0,POINT (-118.5 33.5)
300,301,3/17/04,USC MO,-118.5,33.5,5.0,621621.35,34444317.6,VB,2004,3,17,241.5,5.0,POINT (-118.5 33.5)
301,302,3/15/02,USC MO,-118.5,33.5,5.0,1084358.14,11481439.2,VB,2002,3,15,241.5,5.0,POINT (-118.5 33.5)
302,303,3/24/10,USC MO,-118.5,33.5,5.0,1783102.3,26746534.5,VB,2010,3,24,241.5,5.0,POINT (-118.5 33.5)
303,304,11/3/09,USC MO,-118.5,33.5,5.0,2962559.23,42272571.6,VB,2009,11,3,241.5,5.0,POINT (-118.5 33.5)
304,305,3/16/05,USC MO,-118.5,33.5,5.0,1169405.84,19135732.0,VB,2005,3,16,241.5,5.0,POINT (-118.5 33.5)
305,306,3/19/08,USC MO,-118.5,33.5,5.0,1490847.48,31139054.8,VB,2008,3,19,241.5,5.0,POINT (-118.5 33.5)
306,307,3/24/10,USC MO,-118.5,33.5,24.0,1878780.96,28312185.3,VB,2010,3,24,241.5,27.5,POINT (-118.5 33.5)
307,308,3/17/04,USC MO,-118.5,33.5,24.0,1165540.04,30385222.93,VB,2004,3,17,241.5,27.5,POINT (-118.5 33.5)
308,309,11/3/09,USC MO,-118.5,33.5,18.0,2448503.89,40098056.6,VB,2009,11,3,241.5,27.5,POINT (-118.5 33.5)
309,310,3/19/01,USC MO,-118.5,33.5,30.5,762529.92,17193165.26,VB,2001,3,19,241.5,45.0,POINT (-118.5 33.5)
315,316,11/7/02,USC MO,-118.5,33.5,5.0,1458374.72,17975990.66,VB,2002,11,7,241.5,5.0,POINT (-118.5 33.5)
316,317,2/7/03,USC MO,-118.5,33.5,5.0,2078836.34,23702213.5,VB,2003,2,7,241.5,5.0,POINT (-118.5 33.5)
317,318,7/21/10,USC MO,-118.5,33.5,5.0,1729174.32,46447640.4,VB,2010,7,21,241.5,5.0,POINT (-118.5 33.5)
318,319,7/25/06,USC MO,-118.5,33.5,5.0,833854.01,49665922.6,VB,2006,7,25,241.5,5.0,POINT (-118.5 33.5)
319,320,10/20/08,USC MO,-118.5,33.5,150.0,146127.4,921350.05,VB,2008,10,20,241.5,160.0,POINT (-118.5 33.5)
320,321,9/10/00,USC MO,-118.5,33.5,150.0,400110.76,7335363.93,VB,2000,9,10,241.5,160.0,POINT (-118.5 33.5)
321,322,8/24/06,USC MO,-118.5,33.5,5.0,962005.43,29660384.6,VB,2006,8,24,241.5,5.0,POINT (-118.5 33.5)
322,323,8/25/04,USC MO,-118.5,33.5,5.0,2505041.28,21527698.5,VB,2004,8,25,241.5,5.0,POINT (-118.5 33.5)
323,324,8/20/02,USC MO,-118.5,33.5,25.0,2939944.28,34676265.86,VB,2002,8,20,241.5,27.5,POINT (-118.5 33.5)
324,325,8/14/03,USC MO,-118.5,33.5,25.0,2826869.5,51840437.6,VB,2003,8,14,241.5,27.5,POINT (-118.5 33.5)
325,326,8/19/09,USC MO,-118.5,33.5,19.0,1565650.8,64017721.6,VB,2009,8,19,241.5,27.5,POINT (-118.5 33.5)
328,329,7/25/06,USC MO,-118.5,33.5,30.0,654094.11,38010522.2,VB,2006,7,25,241.5,45.0,POINT (-118.5 33.5)
329,330,7/21/10,USC MO,-118.5,33.5,28.0,3522714.3,19788086.5,VB,2010,7,21,241.5,45.0,POINT (-118.5 33.5)
330,331,7/27/01,USC MO,-118.5,33.5,29.0,820227.05,17649813.41,VB,2001,7,27,241.5,45.0,POINT (-118.5 33.5)
331,332,7/19/05,USC MO,-118.5,33.5,150.0,260941.8,4470802.84,VB,2005,7,19,241.5,160.0,POINT (-118.5 33.5)
332,333,7/21/10,USC MO,-118.5,33.5,150.0,382018.79,1008974.96,VB,2010,7,21,241.5,160.0,POINT (-118.5 33.5)
333,334,7/14/04,USC MO,-118.5,33.5,150.0,304780.02,3514016.24,VB,2004,7,14,241.5,160.0,POINT (-118.5 33.5)
334,335,9/7/09,USC MO,-118.5,33.5,150.0,685407.12,8176176.4,VB,2009,9,7,241.5,160.0,POINT (-118.5 33.5)
335,336,9/7/08,USC MO,-118.5,33.5,150.0,398023.22,4328154.65,VB,2008,9,7,241.5,160.0,POINT (-118.5 33.5)
336,337,5/17/10,USC MO,-118.5,33.5,5.0,2185387.57,7610802.5,VB,2010,5,17,241.5,5.0,POINT (-118.5 33.5)
337,338,5/19/04,USC MO,-118.5,33.5,5.0,1917922.23,43229358.2,VB,2004,5,19,241.5,5.0,POINT (-118.5 33.5)
338,339,11/7/02,USC MO,-118.5,33.5,150.0,379235.41,4662160.16,VB,2002,11,7,241.5,160.0,POINT (-118.5 33.5)
339,340,7/25/06,USC MO,-118.5,33.5,150.0,242153.99,5531966.16,VB,2006,7,25,241.5,160.0,POINT (-118.5 33.5)
340,341,7/27/01,USC MO,-118.5,33.5,150.0,184398.87,2772941.52,VB,2001,7,27,241.5,160.0,POINT (-118.5 33.5)
342,343,4/20/05,USC MO,-118.5,33.5,5.0,2400664.56,47578388.2,VB,2005,4,20,241.5,5.0,POINT (-118.5 33.5)
348,349,5/5/03,USC MO,-118.5,33.5,36.5,1341240.85,8889417.32,VB,2003,5,5,241.5,45.0,POINT (-118.5 33.5)
349,350,5/20/02,USC MO,-118.5,33.5,28.0,1899076.43,17570081.2,VB,2002,5,20,241.5,45.0,POINT (-118.5 33.5)
350,351,5/21/03,USC MO,-118.5,33.5,30.0,2457201.95,25050412.8,VB,2003,5,21,241.5,45.0,POINT (-118.5 33.5)
352,353,5/5/03,USC MO,-118.5,33.5,150.0,345834.86,3328457.62,VB,2003,5,5,241.5,160.0,POINT (-118.5 33.5)
353,354,10/21/10,USC MO,-118.5,33.5,30.0,894160.56,42968416.4,VB,2010,10,21,241.5,45.0,POINT (-118.5 33.5)
354,355,10/20/08,USC MO,-118.5,33.5,30.0,1834565.82,18652989.67,VB,2008,10,20,241.5,45.0,POINT (-118.5 33.5)
355,356,10/20/05,USC MO,-118.5,33.5,31.0,1604792.07,19701105.9,VB,2005,10,20,241.5,45.0,POINT (-118.5 33.5)
356,357,10/14/04,USC MO,-118.5,33.5,150.0,396631.53,5575456.46,VB,2004,10,14,241.5,160.0,POINT (-118.5 33.5)
357,358,10/21/10,USC MO,-118.5,33.5,150.0,306171.71,6636619.78,VB,2010,10,21,241.5,160.0,POINT (-118.5 33.5)
358,359,8/14/03,USC MO,-118.5,33.5,5.0,3616943.28,64539605.2,VB,2003,8,14,241.5,5.0,POINT (-118.5 33.5)
359,360,11/8/10,USC MO,-118.5,33.5,5.0,1839349.75,14351799.0,VB,2010,11,8,241.5,5.0,POINT (-118.5 33.5)
360,361,8/19/09,USC MO,-118.5,33.5,5.0,2964588.78,66801100.8,VB,2009,8,19,241.5,5.0,POINT (-118.5 33.5)
361,362,9/20/07,USC MO,-118.5,33.5,5.0,2532875.07,42663984.3,VB,2007,9,20,241.5,5.0,POINT (-118.5 33.5)
362,363,9/18/00,USC MO,-118.5,33.5,40.0,424465.32,9509878.93,VB,2000,9,18,241.5,45.0,POINT (-118.5 33.5)
363,364,9/28/01,USC MO,-118.5,33.5,36.0,289355.46,4407017.06,VB,2001,9,28,241.5,45.0,POINT (-118.5 33.5)
364,365,9/22/04,USC MO,-118.5,33.5,36.0,1583046.92,48622155.4,VB,2004,9,22,241.5,45.0,POINT (-118.5 33.5)
365,366,9/24/09,USC MO,-118.5,33.5,35.0,1076074.28,40011076.0,VB,2009,9,24,241.5,45.0,POINT (-118.5 33.5)
366,367,5/14/08,USC MO,-118.5,33.5,5.0,1209030.34,31182545.1,VB,2008,5,14,241.5,5.0,POINT (-118.5 33.5)
367,368,12/16/03,USC MO,-118.5,33.5,23.5,1408389.87,27972960.96,VB,2003,12,16,241.5,27.5,POINT (-118.5 33.5)
368,369,12/16/10,USC MO,-118.5,33.5,17.5,2271933.27,42663984.3,VB,2010,12,16,241.5,27.5,POINT (-118.5 33.5)
369,370,12/17/01,USC MO,-118.5,33.5,20.5,1068121.76,6662713.96,VB,2001,12,17,241.5,27.5,POINT (-118.5 33.5)
370,371,11/12/08,USC MO,-118.5,33.5,34.0,1132487.41,25311354.6,VB,2008,11,12,241.5,45.0,POINT (-118.5 33.5)
371,372,9/12/02,USC MO,-118.5,33.5,40.0,887202.12,28587623.86,VB,2002,9,12,241.5,45.0,POINT (-118.5 33.5)
372,373,8/12/00,USC MO,-118.5,33.5,40.0,678448.68,21571188.8,VB,2000,8,12,241.5,45.0,POINT (-118.5 33.5)
373,374,12/16/03,USC MO,-118.5,33.5,150.0,349314.08,2797296.09,VB,2003,12,16,241.5,160.0,POINT (-118.5 33.5)
374,375,12/13/05,USC MO,-118.5,33.5,150.0,451603.27,5436287.5,VB,2005,12,13,241.5,160.0,POINT (-118.5 33.5)
375,376,5/21/03,USC MO,-118.5,33.5,5.0,1561301.77,38184483.4,VB,2003,5,21,241.5,5.0,POINT (-118.5 33.5)
376,377,11/14/07,USC MO,-118.5,33.5,5.0,1139445.86,33139608.6,VB,2007,11,14,241.5,5.0,POINT (-118.5 33.5)
378,379,11/5/05,USC MO,-118.5,33.5,5.0,4897007.78,63756779.8,VB,2005,11,5,241.5,5.0,POINT (-118.5 33.5)
379,380,10/29/01,USC MO,-118.5,33.5,40.0,519709.08,2631163.15,VB,2001,10,29,241.5,45.0,POINT (-118.5 33.5)
386,387,5/14/08,USC MO,-118.5,33.5,17.0,2009251.86,28747088.3,VB,2008,5,14,241.5,27.5,POINT (-118.5 33.5)
387,388,9/5/01,USC MO,-118.5,33.5,27.0,1594644.33,49839883.8,VB,2001,9,5,241.5,27.5,POINT (-118.5 33.5)
391,392,10/22/03,USC MO,-118.5,33.5,33.5,1929229.7,47273956.1,VB,2003,10,22,241.5,45.0,POINT (-118.5 33.5)
392,393,6/19/02,USC MO,-118.5,33.5,35.0,1213089.43,16381346.33,VB,2002,6,19,241.5,45.0,POINT (-118.5 33.5)
393,394,5/17/10,USC MO,-118.5,33.5,150.0,312260.35,2805124.35,VB,2010,5,17,241.5,160.0,POINT (-118.5 33.5)
394,395,8/20/08,USC MO,-118.5,33.5,30.0,1563911.18,18352906.6,VB,2008,8,20,241.5,45.0,POINT (-118.5 33.5)
395,396,8/17/05,USC MO,-118.5,33.5,38.0,1384731.15,23919665.0,VB,2005,8,17,241.5,45.0,POINT (-118.5 33.5)
398,399,10/29/01,USC MO,-118.5,33.5,150.0,141952.33,1115091.29,VB,2001,10,29,241.5,160.0,POINT (-118.5 33.5)
399,400,11/9/02,USC MO,-118.5,33.5,5.0,1542455.97,41518739.73,VB,2002,11,9,241.5,5.0,POINT (-118.5 33.5)
400,401,9/24/09,USC MO,-118.5,33.5,5.0,2201696.43,61408303.6,VB,2009,9,24,241.5,5.0,POINT (-118.5 33.5)
401,402,11/17/04,USC MO,-118.5,33.5,5.0,1269916.76,38619386.4,VB,2004,11,17,241.5,5.0,POINT (-118.5 33.5)
402,403,11/23/10,USC MO,-118.5,33.5,5.0,1541296.23,52318830.9,VB,2010,11,23,241.5,5.0,POINT (-118.5 33.5)
403,404,8/25/04,USC MO,-118.5,33.5,150.0,322176.14,2466383.23,VB,2004,8,25,241.5,160.0,POINT (-118.5 33.5)
404,405,8/14/03,USC MO,-118.5,33.5,150.0,386193.86,4183766.86,VB,2003,8,14,241.5,160.0,POINT (-118.5 33.5)
405,406,10/14/04,USC MO,-118.5,33.5,29.0,2148420.82,40619940.2,VB,2004,10,14,241.5,45.0,POINT (-118.5 33.5)
406,407,6/17/03,USC MO,-118.5,33.5,29.0,3090710.65,17106184.66,VB,2003,6,17,241.5,45.0,POINT (-118.5 33.5)
407,408,6/17/04,USC MO,-118.5,33.5,32.0,2526786.43,36966755.0,VB,2004,6,17,241.5,45.0,POINT (-118.5 33.5)
408,409,6/29/01,USC MO,-118.5,33.5,43.0,627130.12,24064632.66,VB,2001,6,29,241.5,45.0,POINT (-118.5 33.5)
409,410,6/18/09,USC MO,-118.5,33.5,40.6,2647472.01,13300783.41,VB,2009,6,18,241.5,45.0,POINT (-118.5 33.5)
410,411,6/14/05,USC MO,-118.5,33.5,150.0,395935.69,2936465.05,VB,2005,6,14,241.5,160.0,POINT (-118.5 33.5)
413,414,11/20/08,USC MO,-118.5,33.5,5.0,3171312.67,31052074.2,VB,2008,11,20,241.5,5.0,POINT (-118.5 33.5)
414,415,6/17/03,USC MO,-118.5,33.5,150.0,566765.58,5949473.04,VB,2003,6,17,241.5,160.0,POINT (-118.5 33.5)
415,416,10/20/05,USC MO,-118.5,33.5,5.0,1487368.26,21136285.8,VB,2005,10,20,241.5,5.0,POINT (-118.5 33.5)
416,417,10/21/10,USC MO,-118.5,33.5,5.0,862847.55,41489746.2,VB,2010,10,21,241.5,5.0,POINT (-118.5 33.5)
417,418,10/22/03,USC MO,-118.5,33.5,5.0,1252520.64,52362321.2,VB,2003,10,22,241.5,5.0,POINT (-118.5 33.5)
418,419,5/20/02,USC MO,-118.5,33.5,5.0,1716417.17,18236932.46,VB,2002,5,20,241.5,5.0,POINT (-118.5 33.5)
419,420,9/10/00,USC MO,-118.5,33.5,31.0,931779.67,23818187.63,VB,2000,9,10,241.5,45.0,POINT (-118.5 33.5)
420,421,8/20/02,USC MO,-118.5,33.5,150.0,468999.39,4578658.78,VB,2002,8,20,241.5,160.0,POINT (-118.5 33.5)
421,422,8/24/06,USC MO,-118.5,33.5,150.0,384802.17,5740719.6,VB,2006,8,24,241.5,160.0,POINT (-118.5 33.5)
422,423,6/17/04,USC MO,-118.5,33.5,150.0,169786.13,1519261.14,VB,2004,6,17,241.5,160.0,POINT (-118.5 33.5)
424,425,6/19/02,USC MO,-118.5,33.5,150.0,446732.36,6871467.4,VB,2002,6,19,241.5,160.0,POINT (-118.5 33.5)
425,426,6/18/09,USC MO,-118.5,33.5,150.0,367927.93,5273198.87,VB,2009,6,18,241.5,160.0,POINT (-118.5 33.5)
426,427,8/20/08,USC MO,-118.5,33.5,150.0,260593.87,5671135.12,VB,2008,8,20,241.5,160.0,POINT (-118.5 33.5)
429,430,5/21/07,USC MO,-118.5,33.5,5.0,5276823.06,18004984.2,VB,2007,5,21,241.5,5.0,POINT (-118.5 33.5)
431,432,10/20/05,USC MO,-118.5,33.5,150.0,442731.25,4738703.08,VB,2005,10,20,241.5,160.0,POINT (-118.5 33.5)
432,433,8/24/01,USC MO,-118.5,33.5,150.0,32008.86,539279.72,VB,2001,8,24,241.5,160.0,POINT (-118.5 33.5)
435,436,11/8/10,USC MO,-118.5,33.5,150.0,363230.98,5618946.76,VB,2010,11,8,241.5,160.0,POINT (-118.5 33.5)
436,437,9/5/01,USC MO,-118.5,33.5,5.0,697584.41,56102487.0,VB,2001,9,5,241.5,5.0,POINT (-118.5 33.5)
439,440,5/19/04,USC MO,-118.5,33.5,18.0,630899.28,8060202.26,VB,2004,5,19,241.5,27.5,POINT (-118.5 33.5)
440,441,11/5/05,USC MO,-118.5,33.5,16.0,3592298.78,43055397.0,VB,2005,11,5,241.5,27.5,POINT (-118.5 33.5)
442,443,8/24/01,USC MO,-118.5,33.5,43.0,1071600.99,16671281.66,VB,2001,8,24,241.5,45.0,POINT (-118.5 33.5)
443,444,8/17/05,USC MO,-118.5,33.5,150.0,407069.2,5729122.18,VB,2005,8,17,241.5,160.0,POINT (-118.5 33.5)
445,446,8/25/04,USC MO,-118.5,33.5,28.0,2348476.2,24659000.1,VB,2004,8,25,241.5,45.0,POINT (-118.5 33.5)
446,447,10/14/04,USC MO,-118.5,33.5,5.0,1478670.2,41315785.0,VB,2004,10,14,241.5,5.0,POINT (-118.5 33.5)
449,450,5/17/10,USC MO,-118.5,33.5,17.0,2239750.45,9799814.26,VB,2010,5,17,241.5,27.5,POINT (-118.5 33.5)
450,451,8/24/06,USC MO,-118.5,33.5,30.0,810659.19,23789194.1,VB,2006,8,24,241.5,45.0,POINT (-118.5 33.5)
451,452,9/10/00,USC MO,-118.5,33.5,5.0,763689.66,20643395.73,VB,2000,9,10,241.5,5.0,POINT (-118.5 33.5)
452,453,11/8/10,USC MO,-118.5,33.5,30.0,2731190.84,54319384.7,VB,2010,11,8,241.5,45.0,POINT (-118.5 33.5)
453,454,5/5/03,USC MO,-118.5,33.5,5.0,3486182.44,18787809.6,VB,2003,5,5,241.5,5.0,POINT (-118.5 33.5)
455,456,10/22/09,USC MO,-118.5,33.5,5.0,597266.78,36444871.4,VB,2009,10,22,241.5,5.0,POINT (-118.5 33.5)
457,458,10/20/08,USC MO,-118.5,33.5,5.0,859865.36,19135732.0,VB,2008,10,20,241.5,5.0,POINT (-118.5 33.5)
461,462,4/9/00,ARCTICSBI,-118.5,69.5,1.0,129000.0,12100000.0,VB,2000,4,9,241.5,5.0,POINT (-118.5 69.5)
462,463,4/9/00,ARCTICSBI,-118.5,69.5,1.0,167000.0,29400000.0,VB,2000,4,9,241.5,5.0,POINT (-118.5 69.5)
463,464,4/9/00,ARCTICSBI,-118.5,69.5,1.0,159000.0,20000000.0,VB,2000,4,9,241.5,5.0,POINT (-118.5 69.5)
464,465,4/9/00,ARCTICSBI,-118.5,69.5,1.0,120000.0,21300000.0,VB,2000,4,9,241.5,5.0,POINT (-118.5 69.5)
465,466,4/9/00,ARCTICSBI,-118.5,69.5,1.0,117000.0,12100000.0,VB,2000,4,9,241.5,5.0,POINT (-118.5 69.5)
466,467,7/28/09,STRATIPHYT1,-12.5,42.5,55.31875,247000.0,20300000.0,VB,2009,7,28,347.5,65.0,POINT (-12.5 42.5)
467,468,7/28/09,STRATIPHYT1,-12.5,42.5,10.71,129000.0,9900000.0,VB,2009,7,28,347.5,15.0,POINT (-12.5 42.5)
468,469,7/28/09,STRATIPHYT1,-12.5,42.5,82.5,95700.0,6170000.0,VB,2009,7,28,347.5,87.5,POINT (-12.5 42.5)
469,470,7/28/09,STRATIPHYT1,-12.5,42.5,64.51,172000.0,12300000.0,VB,2009,7,28,347.5,65.0,POINT (-12.5 42.5)
470,471,7/28/09,STRATIPHYT1,-12.5,42.5,46.98857143,233000.0,21300000.0,VB,2009,7,28,347.5,65.0,POINT (-12.5 42.5)
471,472,7/28/09,STRATIPHYT1,-12.5,42.5,71.79,128000.0,8990000.0,VB,2009,7,28,347.5,87.5,POINT (-12.5 42.5)
472,473,7/28/09,STRATIPHYT1,-12.5,42.5,43.91,189000.0,20800000.0,VB,2009,7,28,347.5,45.0,POINT (-12.5 42.5)
474,475,7/30/09,STRATIPHYT1,-12.5,44.5,44.96,201000.0,13200000.0,VB,2009,7,30,347.5,45.0,POINT (-12.5 44.5)
475,476,4/30/11,STRATIPHYT2,-12.5,44.5,10.22057143,3170000.0,27000000.0,VB,2011,4,30,347.5,15.0,POINT (-12.5 44.5)
476,477,4/30/11,STRATIPHYT2,-12.5,44.5,149.967,299000.0,5470000.0,VB,2011,4,30,347.5,160.0,POINT (-12.5 44.5)
477,478,7/30/09,STRATIPHYT1,-12.5,44.5,89.755,70200.0,5900000.0,VB,2009,7,30,347.5,117.5,POINT (-12.5 44.5)
478,479,4/30/11,STRATIPHYT2,-12.5,44.5,20.07875,3170000.0,17100000.0,VB,2011,4,30,347.5,27.5,POINT (-12.5 44.5)
479,480,7/30/09,STRATIPHYT1,-12.5,44.5,59.22458333,193000.0,14400000.0,VB,2009,7,30,347.5,65.0,POINT (-12.5 44.5)
480,481,7/30/09,STRATIPHYT1,-12.5,44.5,123.7271429,54800.0,4860000.0,VB,2009,7,30,347.5,160.0,POINT (-12.5 44.5)
481,482,7/30/09,STRATIPHYT1,-12.5,44.5,8.68,180000.0,13600000.0,VB,2009,7,30,347.5,15.0,POINT (-12.5 44.5)
482,483,4/30/11,STRATIPHYT2,-12.5,44.5,40.1496,1930000.0,12800000.0,VB,2011,4,30,347.5,45.0,POINT (-12.5 44.5)
483,484,7/30/09,STRATIPHYT1,-12.5,44.5,150.5533333,56000.0,4500000.0,VB,2009,7,30,347.5,160.0,POINT (-12.5 44.5)
484,485,4/30/11,STRATIPHYT2,-12.5,44.5,60.183,571000.0,7660000.0,VB,2011,4,30,347.5,65.0,POINT (-12.5 44.5)
485,486,7/30/09,STRATIPHYT1,-12.5,44.5,99.72,73500.0,6320000.0,VB,2009,7,30,347.5,117.5,POINT (-12.5 44.5)
486,487,2/5/11,STRATIPHYT2,-12.5,45.5,39.73066667,1020000.0,10300000.0,VB,2011,2,5,347.5,45.0,POINT (-12.5 45.5)
487,488,1/8/09,STRATIPHYT1,-12.5,45.5,61.295,189000.0,12200000.0,VB,2009,1,8,347.5,65.0,POINT (-12.5 45.5)
488,489,2/5/11,STRATIPHYT2,-12.5,45.5,10.56633333,2000000.0,17800000.0,VB,2011,2,5,347.5,15.0,POINT (-12.5 45.5)
489,490,1/8/09,STRATIPHYT1,-12.5,45.5,80.56,128000.0,7620000.0,VB,2009,1,8,347.5,87.5,POINT (-12.5 45.5)
490,491,2/5/11,STRATIPHYT2,-12.5,45.5,25.56033333,1670000.0,14300000.0,VB,2011,2,5,347.5,27.5,POINT (-12.5 45.5)
491,492,1/8/09,STRATIPHYT1,-12.5,45.5,100.16,84300.0,4820000.0,VB,2009,1,8,347.5,117.5,POINT (-12.5 45.5)
492,493,2/5/11,STRATIPHYT2,-12.5,45.5,201.3753333,345000.0,6240000.0,VB,2011,2,5,347.5,222.5,POINT (-12.5 45.5)
493,494,2/5/11,STRATIPHYT2,-12.5,45.5,15.44353333,1850000.0,24700000.0,VB,2011,2,5,347.5,27.5,POINT (-12.5 45.5)
494,495,2/5/11,STRATIPHYT2,-12.5,45.5,150.6586667,393000.0,5330000.0,VB,2011,2,5,347.5,160.0,POINT (-12.5 45.5)
495,496,1/8/09,STRATIPHYT1,-12.5,45.5,150.1233333,50300.0,3950000.0,VB,2009,1,8,347.5,160.0,POINT (-12.5 45.5)
496,497,2/5/11,STRATIPHYT2,-12.5,45.5,50.723,689000.0,7460000.0,VB,2011,2,5,347.5,65.0,POINT (-12.5 45.5)
497,498,1/8/09,STRATIPHYT1,-12.5,45.5,51.30666667,201000.0,13500000.0,VB,2009,1,8,347.5,65.0,POINT (-12.5 45.5)
498,499,3/5/11,STRATIPHYT2,-12.5,47.5,149.973,301000.0,5550000.0,VB,2011,3,5,347.5,160.0,POINT (-12.5 47.5)
499,500,3/5/11,STRATIPHYT2,-12.5,47.5,75.442,455000.0,10600000.0,VB,2011,3,5,347.5,87.5,POINT (-12.5 47.5)
500,501,3/5/11,STRATIPHYT2,-12.5,47.5,198.8035,295000.0,5580000.0,VB,2011,3,5,347.5,222.5,POINT (-12.5 47.5)
501,502,3/5/11,STRATIPHYT2,-12.5,47.5,60.204,560000.0,7550000.0,VB,2011,3,5,347.5,65.0,POINT (-12.5 47.5)
502,503,3/5/11,STRATIPHYT2,-12.5,47.5,40.003,546000.0,9260000.0,VB,2011,3,5,347.5,45.0,POINT (-12.5 47.5)
503,504,3/5/11,STRATIPHYT2,-12.5,47.5,10.32608333,571000.0,8240000.0,VB,2011,3,5,347.5,15.0,POINT (-12.5 47.5)
504,505,3/5/11,STRATIPHYT2,-12.5,47.5,20.23966667,541000.0,10600000.0,VB,2011,3,5,347.5,27.5,POINT (-12.5 47.5)
505,506,3/5/11,STRATIPHYT2,-12.5,47.5,50.0305,535000.0,9320000.0,VB,2011,3,5,347.5,65.0,POINT (-12.5 47.5)
506,507,10/3/12,POWOW,-120.5,31.5,1.0,4290000.0,10200000.0,VB,2012,10,3,239.5,5.0,POINT (-120.5 31.5)
507,508,10/8/04,CASES03-04,-122.5,70.5,27.0,1320000.0,14000000.0,VB,2004,10,8,237.5,27.5,POINT (-122.5 70.5)
508,509,10/8/04,CASES03-04,-122.5,70.5,20.0,1370000.0,12000000.0,VB,2004,10,8,237.5,27.5,POINT (-122.5 70.5)
509,510,10/8/04,CASES03-04,-122.5,70.5,63.0,570000.0,9010000.0,VB,2004,10,8,237.5,65.0,POINT (-122.5 70.5)
